,tg,lon_x,lat_x,twcrPath,era20cPath,eraintPath,merraPath,erafivePath,20CR,ERA-20c,ERA-Interim,MERRA,ERA-FIVE,lowestRMSE,twcrBest,era20cBest,eraintBest,merraBest,erafiveBest
667,reykjavik_iceland.csv,-21.933000000000003,64.15,./20cr/reykjavik_iceland.7z,./era20c/reykjavik_iceland.7z,./eraint/reykjavik_iceland.7z,./merra/reykjavik_iceland.7z,./erafive/reykjavik_iceland.7z,0.15683498699999998,0.131008899,0.121182815,0.139843929,0.124946203,ERA-Interim,nan,nan,best,nan,nan
668,richard_s_bay_188a_south_africa.csv,32.083,-28.8,./20cr/richard_s_bay_188a_south_africa.7z,./era20c/richard_s_bay_188a_south_africa.7z,./eraint/richard_s_bay_188a_south_africa.7z,./merra/richard_s_bay_188a_south_africa.7z,./erafive/richard_s_bay_188a_south_africa.7z,0.099686981,0.09909624199999999,0.09826963,0.115373473,0.09635390699999999,ERA-FIVE,nan,nan,nan,nan,best
669,rikitea_016a_french_polynesia.csv,-134.95,-23.125,./20cr/rikitea_016a_french_polynesia.7z,./era20c/rikitea_016a_french_polynesia.7z,./eraint/rikitea_016a_french_polynesia.7z,./merra/rikitea_016a_french_polynesia.7z,./erafive/rikitea_016a_french_polynesia.7z,0.05441973,0.04313099,0.042214647,0.041240978,0.040234409,ERA-FIVE,nan,nan,nan,nan,best
670,ringhals_016_sweden.csv,12.113,57.25,./20cr/ringhals_016_sweden.7z,./era20c/ringhals_016_sweden.7z,./eraint/ringhals_016_sweden.7z,./merra/ringhals_016_sweden.7z,./erafive/ringhals_016_sweden.7z,0.127671164,0.118861942,0.10902941199999999,0.107617202,0.10834209,MERRA,nan,nan,nan,best,nan
671,"rio_de_janeiro,cg_709a_brazil.csv",-43.133,-22.933000000000003,"./20cr/rio_de_janeiro,cg_709a_brazil.7z","./era20c/rio_de_janeiro,cg_709a_brazil.7z",,,,,,,,,,nan,nan,nan,nan,nan
672,rio_grande_714a_brazil.csv,-52.103,-32.138000000000005,./20cr/rio_grande_714a_brazil.7z,./era20c/rio_grande_714a_brazil.7z,./eraint/rio_grande_714a_brazil.7z,./merra/rio_grande_714a_brazil.7z,./erafive/rio_grande_714a_brazil.7z,0.20201484100000003,0.15461435199999998,0.166741143,0.163426051,0.183587723,ERA-20c,nan,best,nan,nan,nan
673,"rockport,_tx_769a_usa.csv",-97.04700000000001,28.022,"./20cr/rockport,_tx_769a_usa.7z","./era20c/rockport,_tx_769a_usa.7z","./eraint/rockport,_tx_769a_usa.7z","./merra/rockport,_tx_769a_usa.7z","./erafive/rockport,_tx_769a_usa.7z",0.08955156,0.09394160800000001,0.07911478599999999,0.089784608,0.090254846,ERA-Interim,nan,nan,best,nan,nan
674,rodrigues_105a_mauritius.csv,63.418,-19.668,./20cr/rodrigues_105a_mauritius.7z,./era20c/rodrigues_105a_mauritius.7z,./eraint/rodrigues_105a_mauritius.7z,./merra/rodrigues_105a_mauritius.7z,./erafive/rodrigues_105a_mauritius.7z,0.061936701,0.06158901,0.060344878,0.061248057,0.059596762000000005,ERA-FIVE,nan,nan,nan,nan,best
675,roervik_005_norway.csv,11.23,64.859,./20cr/roervik_005_norway.7z,./era20c/roervik_005_norway.7z,./eraint/roervik_005_norway.7z,./merra/roervik_005_norway.7z,./erafive/roervik_005_norway.7z,0.170732196,0.164603944,0.107074688,0.107652372,0.103437615,ERA-FIVE,nan,nan,nan,nan,best
676,roscoff_.csv,-3.9657,48.718,./20cr/roscoff_.7z,./era20c/roscoff_.7z,./eraint/roscoff_.7z,./merra/roscoff_.7z,./erafive/roscoff_.7z,0.138204007,0.09024736800000001,0.089887849,0.09864474300000001,0.10940464,ERA-Interim,nan,nan,best,nan,nan
677,rosslyn_bay_330a_australia.csv,150.79,-23.162,./20cr/rosslyn_bay_330a_australia.7z,./era20c/rosslyn_bay_330a_australia.7z,./eraint/rosslyn_bay_330a_australia.7z,./merra/rosslyn_bay_330a_australia.7z,./erafive/rosslyn_bay_330a_australia.7z,0.071023197,0.073783321,0.070225713,0.06836101,0.072534997,MERRA,nan,nan,nan,best,nan
678,rothera_uk.csv,-68.133,-67.567,./20cr/rothera_uk.7z,./era20c/rothera_uk.7z,./eraint/rothera_uk.7z,./merra/rothera_uk.7z,./erafive/rothera_uk.7z,0.14569292,0.101259871,0.114967637,0.092615845,0.10069261199999999,MERRA,nan,nan,nan,best,nan
679,s.cruz_d._palma_d_206d_spain.csv,-17.75,28.683000000000003,./20cr/s.cruz_d._palma_d_206d_spain.7z,./era20c/s.cruz_d._palma_d_206d_spain.7z,./eraint/s.cruz_d._palma_d_206d_spain.7z,./merra/s.cruz_d._palma_d_206d_spain.7z,./erafive/s.cruz_d._palma_d_206d_spain.7z,0.084536672,0.08348548900000001,0.086630014,0.08768225800000001,0.081573222,ERA-FIVE,nan,nan,nan,nan,best
680,sabang_123a_indonesia.csv,95.31700000000001,5.8883,./20cr/sabang_123a_indonesia.7z,./era20c/sabang_123a_indonesia.7z,./eraint/sabang_123a_indonesia.7z,./merra/sabang_123a_indonesia.7z,./erafive/sabang_123a_indonesia.7z,0.07926516,0.07838608700000001,0.079028149,0.079060612,0.079045215,ERA-20c,nan,best,nan,nan,nan
681,"sabine_pass_n,tx_766a_usa.csv",-93.87,29.73,"./20cr/sabine_pass_n,tx_766a_usa.7z","./era20c/sabine_pass_n,tx_766a_usa.7z","./eraint/sabine_pass_n,tx_766a_usa.7z","./merra/sabine_pass_n,tx_766a_usa.7z","./erafive/sabine_pass_n,tx_766a_usa.7z",0.127736721,0.128866153,0.12242247,0.120635958,0.119482966,ERA-FIVE,nan,nan,nan,nan,best
682,sado_japan.csv,138.52,38.317,./20cr/sado_japan.7z,./era20c/sado_japan.7z,./eraint/sado_japan.7z,./merra/sado_japan.7z,./erafive/sado_japan.7z,0.078329871,0.076447412,0.07511910599999999,0.078681285,0.07689181,ERA-Interim,nan,nan,best,nan,nan
683,sagunto_sagunto_spain.csv,-0.20600000000000002,39.634,./20cr/sagunto_sagunto_spain.7z,./era20c/sagunto_sagunto_spain.7z,./eraint/sagunto_sagunto_spain.7z,./merra/sagunto_sagunto_spain.7z,./erafive/sagunto_sagunto_spain.7z,0.10065752,0.097659209,0.098603275,0.09713814900000001,0.059474316,ERA-FIVE,nan,nan,nan,nan,best
684,saigo_japan.csv,133.33,36.2,./20cr/saigo_japan.7z,./era20c/saigo_japan.7z,./eraint/saigo_japan.7z,./merra/saigo_japan.7z,./erafive/saigo_japan.7z,0.069501384,0.063022255,0.062006379,0.067818827,0.062434913,ERA-Interim,nan,nan,best,nan,nan
685,saiki_japan.csv,131.97,32.95,./20cr/saiki_japan.7z,,./eraint/saiki_japan.7z,./merra/saiki_japan.7z,./erafive/saiki_japan.7z,,,,,,,nan,nan,nan,nan,nan
686,saint_gildas_.csv,-2.2464,47.14,./20cr/saint_gildas_.7z,./era20c/saint_gildas_.7z,./eraint/saint_gildas_.7z,./merra/saint_gildas_.7z,./erafive/saint_gildas_.7z,0.130255476,0.120182193,0.102675696,0.11157218699999999,0.111958228,ERA-Interim,nan,nan,best,nan,nan
687,saint_jean_de_luz_so_.csv,-1.6816,43.395,./20cr/saint_jean_de_luz_so_.7z,./era20c/saint_jean_de_luz_so_.7z,./eraint/saint_jean_de_luz_so_.7z,./merra/saint_jean_de_luz_so_.7z,./erafive/saint_jean_de_luz_so_.7z,0.074347285,0.07011658700000001,0.066295351,0.071490199,0.07034657400000001,ERA-Interim,nan,nan,best,nan,nan
688,saint_malo_.csv,-2.0281,48.64100000000001,./20cr/saint_malo_.7z,./era20c/saint_malo_.7z,./eraint/saint_malo_.7z,./merra/saint_malo_.7z,./erafive/saint_malo_.7z,0.128867116,0.12525482599999999,0.134770206,0.119382685,0.12159375800000001,MERRA,nan,nan,nan,best,nan
689,saint_nazaire_.csv,-2.2016,47.266999999999996,./20cr/saint_nazaire_.7z,./era20c/saint_nazaire_.7z,./eraint/saint_nazaire_.7z,./merra/saint_nazaire_.7z,./erafive/saint_nazaire_.7z,0.14936318199999998,0.121309199,0.13803570699999998,0.128144077,0.12127611199999999,ERA-FIVE,nan,nan,nan,nan,best
690,"saintjohn,nb_00065_canada.csv",-66.063,45.25100000000001,"./20cr/saintjohn,nb_00065_canada.7z","./era20c/saintjohn,nb_00065_canada.7z","./eraint/saintjohn,nb_00065_canada.7z","./merra/saintjohn,nb_00065_canada.7z","./erafive/saintjohn,nb_00065_canada.7z",0.14471652599999998,0.136746862,0.13976960900000002,0.136107168,0.136012247,ERA-FIVE,nan,nan,nan,nan,best
691,saint_paul_179a_france.csv,77.538,-38.711999999999996,./20cr/saint_paul_179a_france.7z,./era20c/saint_paul_179a_france.7z,./eraint/saint_paul_179a_france.7z,./merra/saint_paul_179a_france.7z,./erafive/saint_paul_179a_france.7z,0.097694129,0.10584808300000001,0.08571366300000001,0.081309952,0.08757089900000001,MERRA,nan,nan,nan,best,nan
692,saipan_b_028b_n._mariana_islands.csv,145.74,15.227,./20cr/saipan_b_028b_n._mariana_islands.7z,./era20c/saipan_b_028b_n._mariana_islands.7z,./eraint/saipan_b_028b_n._mariana_islands.7z,./merra/saipan_b_028b_n._mariana_islands.7z,./erafive/saipan_b_028b_n._mariana_islands.7z,0.053454922,0.049603577999999995,0.052197535,0.047587511,0.048673067,MERRA,nan,nan,nan,best,nan
693,sakai_japan.csv,133.25,35.55,./20cr/sakai_japan.7z,./era20c/sakai_japan.7z,./eraint/sakai_japan.7z,./merra/sakai_japan.7z,./erafive/sakai_japan.7z,0.088334894,0.081666905,0.071470879,0.078347593,0.067205819,ERA-FIVE,nan,nan,nan,nan,best
694,salalah_114a_oman.csv,54.0,16.933,./20cr/salalah_114a_oman.7z,./era20c/salalah_114a_oman.7z,./eraint/salalah_114a_oman.7z,./merra/salalah_114a_oman.7z,./erafive/salalah_114a_oman.7z,0.050162715999999996,0.045823469000000006,0.042948075,0.045746607,0.053626182,ERA-Interim,nan,nan,best,nan,nan
695,saldahna_bay_703a_south_africa.csv,17.95,-33.016999999999996,./20cr/saldahna_bay_703a_south_africa.7z,./era20c/saldahna_bay_703a_south_africa.7z,./eraint/saldahna_bay_703a_south_africa.7z,./merra/saldahna_bay_703a_south_africa.7z,./erafive/saldahna_bay_703a_south_africa.7z,0.12740022199999998,0.130318471,0.071801411,0.08006911900000001,0.077191972,ERA-Interim,nan,nan,best,nan,nan
696,salerno_salerno_italy.csv,14.767999999999999,40.672,./20cr/salerno_salerno_italy.7z,./era20c/salerno_salerno_italy.7z,./eraint/salerno_salerno_italy.7z,./merra/salerno_salerno_italy.7z,./erafive/salerno_salerno_italy.7z,0.067679362,0.076424533,0.066923277,0.06746297,0.066909121,ERA-FIVE,nan,nan,nan,nan,best
697,salina_cruz_394a_mexico.csv,-95.20299999999999,16.16,./20cr/salina_cruz_394a_mexico.7z,./era20c/salina_cruz_394a_mexico.7z,./eraint/salina_cruz_394a_mexico.7z,./merra/salina_cruz_394a_mexico.7z,./erafive/salina_cruz_394a_mexico.7z,0.09308553900000001,0.09226893,0.09144757199999999,0.08781033099999999,0.08525863300000001,ERA-FIVE,nan,nan,nan,nan,best
698,salvador_b_708b_brazil.csv,-38.516999999999996,-12.967,./20cr/salvador_b_708b_brazil.7z,./era20c/salvador_b_708b_brazil.7z,./eraint/salvador_b_708b_brazil.7z,./merra/salvador_b_708b_brazil.7z,./erafive/salvador_b_708b_brazil.7z,0.041591456,0.037254715,0.034987238999999996,0.040066893,0.03465886,ERA-FIVE,nan,nan,nan,nan,best
699,sandakan_389a_malaysia.csv,118.07,5.81,./20cr/sandakan_389a_malaysia.7z,./era20c/sandakan_389a_malaysia.7z,./eraint/sandakan_389a_malaysia.7z,./merra/sandakan_389a_malaysia.7z,./erafive/sandakan_389a_malaysia.7z,0.0713649,0.072825782,0.073694154,0.072294484,0.07313944,20CR,best,nan,nan,nan,nan
700,sandiego_quarantinestation__usa.csv,-117.17,32.715,./20cr/sandiego_quarantinestation__usa.7z,./era20c/sandiego_quarantinestation__usa.7z,./eraint/sandiego_quarantinestation__usa.7z,./merra/sandiego_quarantinestation__usa.7z,./erafive/sandiego_quarantinestation__usa.7z,0.056626404000000005,0.047137124,0.043269697,0.043132345,0.041676301,ERA-FIVE,nan,nan,nan,nan,best
701,sandyhook_usa.csv,-74.009,40.467,./20cr/sandyhook_usa.7z,./era20c/sandyhook_usa.7z,./eraint/sandyhook_usa.7z,./merra/sandyhook_usa.7z,./erafive/sandyhook_usa.7z,0.172646988,0.157970796,0.143569858,0.16145310599999999,0.149169423,ERA-Interim,nan,nan,best,nan,nan
702,"sand_point,ak_574a_usa.csv",-160.5,55.336999999999996,"./20cr/sand_point,ak_574a_usa.7z","./era20c/sand_point,ak_574a_usa.7z","./eraint/sand_point,ak_574a_usa.7z","./merra/sand_point,ak_574a_usa.7z","./erafive/sand_point,ak_574a_usa.7z",0.133467204,0.197564916,0.114712315,0.10868609800000001,0.10463907800000001,ERA-FIVE,nan,nan,nan,nan,best
703,"sanfelix,chile_001.csv",-80.133,-26.283,"./20cr/sanfelix,chile_001.7z","./era20c/sanfelix,chile_001.7z","./eraint/sanfelix,chile_001.7z","./merra/sanfelix,chile_001.7z","./erafive/sanfelix,chile_001.7z",0.042087708,0.048230504,0.048126243,0.04475224,0.04545755,20CR,best,nan,nan,nan,nan
704,sanfrancisco_usa.csv,-122.47,37.806999999999995,./20cr/sanfrancisco_usa.7z,./era20c/sanfrancisco_usa.7z,./eraint/sanfrancisco_usa.7z,./merra/sanfrancisco_usa.7z,./erafive/sanfrancisco_usa.7z,0.066341848,0.063453915,0.058817718,0.060165126,0.061940089000000004,ERA-Interim,nan,nan,best,nan,nan
705,"sanjuan,puertorico,usa_001.csv",-66.117,18.467,"./20cr/sanjuan,puertorico,usa_001.7z","./era20c/sanjuan,puertorico,usa_001.7z","./eraint/sanjuan,puertorico,usa_001.7z","./merra/sanjuan,puertorico,usa_001.7z","./erafive/sanjuan,puertorico,usa_001.7z",0.039637383,0.035705295,0.036377803,0.037835989,0.03834144,ERA-20c,nan,best,nan,nan,nan
706,"santacruz,galapagos,ecuador_001.csv",-90.31200000000001,-0.7533,"./20cr/santacruz,galapagos,ecuador_001.7z","./era20c/santacruz,galapagos,ecuador_001.7z","./eraint/santacruz,galapagos,ecuador_001.7z","./merra/santacruz,galapagos,ecuador_001.7z","./erafive/santacruz,galapagos,ecuador_001.7z",0.04660756,0.048962545,0.045768267,0.045537947,0.046625494,MERRA,nan,nan,nan,best,nan
707,santamonica_municipalpier__usa.csv,-118.5,34.008,./20cr/santamonica_municipalpier__usa.7z,./era20c/santamonica_municipalpier__usa.7z,./eraint/santamonica_municipalpier__usa.7z,./merra/santamonica_municipalpier__usa.7z,./erafive/santamonica_municipalpier__usa.7z,0.055720288,0.055911824000000006,0.047989207,0.050728348,0.04648294,ERA-FIVE,nan,nan,nan,nan,best
708,santana_ssn_b_717b_brazil.csv,-51.18,-0.0567,./20cr/santana_ssn_b_717b_brazil.7z,./era20c/santana_ssn_b_717b_brazil.7z,./eraint/santana_ssn_b_717b_brazil.7z,./merra/santana_ssn_b_717b_brazil.7z,./erafive/santana_ssn_b_717b_brazil.7z,0.252602198,0.247833684,0.238643142,0.26387370600000004,0.246253075,ERA-Interim,nan,nan,best,nan,nan
709,santander_ieo_spain.csv,-3.79,43.46100000000001,./20cr/santander_ieo_spain.7z,./era20c/santander_ieo_spain.7z,./eraint/santander_ieo_spain.7z,./merra/santander_ieo_spain.7z,./erafive/santander_ieo_spain.7z,0.08749855599999999,0.081783803,0.081202227,0.086887135,0.080101983,ERA-FIVE,nan,nan,nan,nan,best
710,"santa_barbara,_ca_577a_usa.csv",-119.69,34.408,"./20cr/santa_barbara,_ca_577a_usa.7z","./era20c/santa_barbara,_ca_577a_usa.7z","./eraint/santa_barbara,_ca_577a_usa.7z","./merra/santa_barbara,_ca_577a_usa.7z","./erafive/santa_barbara,_ca_577a_usa.7z",0.06515005,0.062981596,0.06491271900000001,0.063879321,0.050631875,ERA-FIVE,nan,nan,nan,nan,best
711,santa_cruz_030a_ecuador.csv,-90.31299999999999,-0.755,./20cr/santa_cruz_030a_ecuador.7z,./era20c/santa_cruz_030a_ecuador.7z,./eraint/santa_cruz_030a_ecuador.7z,./merra/santa_cruz_030a_ecuador.7z,./erafive/santa_cruz_030a_ecuador.7z,0.041696429,0.045349848,0.041245171000000004,0.041410612,0.041322484,ERA-Interim,nan,nan,best,nan,nan
712,"santa_monica,_ca_578a_usa.csv",-118.5,34.008,"./20cr/santa_monica,_ca_578a_usa.7z","./era20c/santa_monica,_ca_578a_usa.7z","./eraint/santa_monica,_ca_578a_usa.7z","./merra/santa_monica,_ca_578a_usa.7z","./erafive/santa_monica,_ca_578a_usa.7z",0.06038701,0.068756779,0.057186195,0.056261565,0.056563583,MERRA,nan,nan,nan,best,nan
713,san_andres_737a_colombia.csv,-81.7,12.583,./20cr/san_andres_737a_colombia.7z,./era20c/san_andres_737a_colombia.7z,./eraint/san_andres_737a_colombia.7z,./merra/san_andres_737a_colombia.7z,./erafive/san_andres_737a_colombia.7z,0.066830212,0.066511129,0.065965736,0.066212798,0.065191214,ERA-FIVE,nan,nan,nan,nan,best
714,san_carlos_674a_mexico.csv,-112.12,24.79,./20cr/san_carlos_674a_mexico.7z,./era20c/san_carlos_674a_mexico.7z,./eraint/san_carlos_674a_mexico.7z,./merra/san_carlos_674a_mexico.7z,./erafive/san_carlos_674a_mexico.7z,0.052898442999999996,0.055359722,0.055935329000000006,0.049369948,0.049117124000000005,ERA-FIVE,nan,nan,nan,nan,best
715,san_diego_569a_usa.csv,-117.17,32.713,./20cr/san_diego_569a_usa.7z,./era20c/san_diego_569a_usa.7z,./eraint/san_diego_569a_usa.7z,./merra/san_diego_569a_usa.7z,./erafive/san_diego_569a_usa.7z,0.043652645,0.040708134,0.04928735,0.04318394,0.041618014,ERA-20c,nan,best,nan,nan,nan
716,san_felipe_307a_mexico.csv,-114.82,31.018,./20cr/san_felipe_307a_mexico.7z,./era20c/san_felipe_307a_mexico.7z,./eraint/san_felipe_307a_mexico.7z,./merra/san_felipe_307a_mexico.7z,./erafive/san_felipe_307a_mexico.7z,0.09977603800000001,0.106818096,0.10718832800000001,0.11080304,0.096756725,ERA-FIVE,nan,nan,nan,nan,best
717,san_felix_035a_chile.csv,-80.108,-26.291999999999998,./20cr/san_felix_035a_chile.7z,./era20c/san_felix_035a_chile.7z,./eraint/san_felix_035a_chile.7z,./merra/san_felix_035a_chile.7z,./erafive/san_felix_035a_chile.7z,0.041279848,0.045889566,0.04573666,0.04224693400000001,0.04274595,20CR,best,nan,nan,nan,nan
718,"san_francisco,ca_551a_usa.csv",-122.47,37.806999999999995,"./20cr/san_francisco,ca_551a_usa.7z","./era20c/san_francisco,ca_551a_usa.7z","./eraint/san_francisco,ca_551a_usa.7z","./merra/san_francisco,ca_551a_usa.7z","./erafive/san_francisco,ca_551a_usa.7z",0.061897013,0.051635163,0.058750149,0.055851186,0.054930915999999996,ERA-20c,nan,best,nan,nan,nan
719,san_jose_675a_guatemala.csv,-90.833,13.917,./20cr/san_jose_675a_guatemala.7z,./era20c/san_jose_675a_guatemala.7z,,,,,,,,,,nan,nan,nan,nan,nan
720,"san_juan,pr_245a_usa.csv",-66.117,18.46,"./20cr/san_juan,pr_245a_usa.7z","./era20c/san_juan,pr_245a_usa.7z","./eraint/san_juan,pr_245a_usa.7z","./merra/san_juan,pr_245a_usa.7z","./erafive/san_juan,pr_245a_usa.7z",0.038309232,0.039093555,0.031871082,0.032787152,0.032249096,ERA-Interim,nan,nan,best,nan,nan
721,san_juan_b_096b_peru.csv,-75.2,-15.367,./20cr/san_juan_b_096b_peru.7z,./era20c/san_juan_b_096b_peru.7z,./eraint/san_juan_b_096b_peru.7z,./merra/san_juan_b_096b_peru.7z,./erafive/san_juan_b_096b_peru.7z,0.075107301,0.078037167,0.07666303099999999,0.080021115,0.077880827,20CR,best,nan,nan,nan,nan
722,san_quintin_308a_mexico.csv,-115.98,30.483,./20cr/san_quintin_308a_mexico.7z,./era20c/san_quintin_308a_mexico.7z,./eraint/san_quintin_308a_mexico.7z,./merra/san_quintin_308a_mexico.7z,./erafive/san_quintin_308a_mexico.7z,0.04917308,0.046001,0.047902390999999996,0.05153989900000001,0.045173875,ERA-FIVE,nan,nan,nan,nan,best
723,sao_tome_225a_sao_tome_principe.csv,6.5133,0.0167,./20cr/sao_tome_225a_sao_tome_principe.7z,./era20c/sao_tome_225a_sao_tome_principe.7z,./eraint/sao_tome_225a_sao_tome_principe.7z,./merra/sao_tome_225a_sao_tome_principe.7z,./erafive/sao_tome_225a_sao_tome_principe.7z,0.042380426,0.043904955,0.04705146,0.047497727999999996,0.040851859,ERA-FIVE,nan,nan,nan,nan,best
724,saumlaki_420a_indonesia.csv,131.29,-7.9817,./20cr/saumlaki_420a_indonesia.7z,./era20c/saumlaki_420a_indonesia.7z,./eraint/saumlaki_420a_indonesia.7z,./merra/saumlaki_420a_indonesia.7z,./erafive/saumlaki_420a_indonesia.7z,0.034042937999999995,0.038260627,0.037567683,0.037735828,0.039727713,20CR,best,nan,nan,nan,nan
725,scott_base_663a_new_zealand.csv,166.75,-77.85,./20cr/scott_base_663a_new_zealand.7z,./era20c/scott_base_663a_new_zealand.7z,./eraint/scott_base_663a_new_zealand.7z,./merra/scott_base_663a_new_zealand.7z,./erafive/scott_base_663a_new_zealand.7z,0.099225442,0.079348194,0.08418233800000001,0.08910431099999999,0.083851968,ERA-20c,nan,best,nan,nan,nan
726,seattle_usa.csv,-122.34,47.603,./20cr/seattle_usa.7z,./era20c/seattle_usa.7z,./eraint/seattle_usa.7z,./merra/seattle_usa.7z,./erafive/seattle_usa.7z,0.10394633199999999,0.088304994,0.08212431,0.077513057,0.077852221,MERRA,nan,nan,nan,best,nan
727,seaveyisland_usa.csv,-70.742,43.08,./20cr/seaveyisland_usa.7z,./era20c/seaveyisland_usa.7z,./eraint/seaveyisland_usa.7z,./merra/seaveyisland_usa.7z,./erafive/seaveyisland_usa.7z,0.107332573,0.128984023,0.122733218,0.127139144,0.102697921,ERA-FIVE,nan,nan,nan,nan,best
728,sedili_324a_malaysia.csv,104.11,1.9317,./20cr/sedili_324a_malaysia.7z,./era20c/sedili_324a_malaysia.7z,./eraint/sedili_324a_malaysia.7z,./merra/sedili_324a_malaysia.7z,./erafive/sedili_324a_malaysia.7z,0.08795882,0.082080848,0.07780667599999999,0.077168695,0.08829826,MERRA,nan,nan,nan,best,nan
729,seldovia_usa.csv,-151.72,59.44,./20cr/seldovia_usa.7z,./era20c/seldovia_usa.7z,./eraint/seldovia_usa.7z,./merra/seldovia_usa.7z,./erafive/seldovia_usa.7z,0.154178343,0.135578256,0.154041299,0.12410293,0.11542768099999999,ERA-FIVE,nan,nan,nan,nan,best
730,sete_france.csv,3.6991,43.398,./20cr/sete_france.7z,./era20c/sete_france.7z,./eraint/sete_france.7z,./merra/sete_france.7z,./erafive/sete_france.7z,0.121838241,0.08185513400000001,0.111195918,0.145619172,0.16315005300000002,ERA-20c,nan,best,nan,nan,nan
731,settlement_point_b_257b_bahamas.csv,-78.997,26.71,./20cr/settlement_point_b_257b_bahamas.7z,./era20c/settlement_point_b_257b_bahamas.7z,./eraint/settlement_point_b_257b_bahamas.7z,./merra/settlement_point_b_257b_bahamas.7z,./erafive/settlement_point_b_257b_bahamas.7z,0.050878577,0.060249097,0.052886826,0.05951602,0.05432645,20CR,best,nan,nan,nan,nan
732,"seward_c,ak_560c_usa.csv",-149.43,60.12,"./20cr/seward_c,ak_560c_usa.7z","./era20c/seward_c,ak_560c_usa.7z","./eraint/seward_c,ak_560c_usa.7z","./merra/seward_c,ak_560c_usa.7z","./erafive/seward_c,ak_560c_usa.7z",0.225550931,0.178627535,0.104521843,0.11422360699999999,0.102869813,ERA-FIVE,nan,nan,nan,nan,best
733,"sewellspoint,hamptonroads_usa.csv",-76.33,36.946999999999996,"./20cr/sewellspoint,hamptonroads_usa.7z","./era20c/sewellspoint,hamptonroads_usa.7z","./eraint/sewellspoint,hamptonroads_usa.7z","./merra/sewellspoint,hamptonroads_usa.7z","./erafive/sewellspoint,hamptonroads_usa.7z",0.153977135,0.14374744,0.11756543300000001,0.124111742,0.11459766099999999,ERA-FIVE,nan,nan,nan,nan,best
734,shanwei_641a_china.csv,115.35,22.75,./20cr/shanwei_641a_china.7z,./era20c/shanwei_641a_china.7z,./eraint/shanwei_641a_china.7z,./merra/shanwei_641a_china.7z,./erafive/shanwei_641a_china.7z,0.103186214,0.125808425,0.118561488,0.12216017800000001,0.10472470199999999,20CR,best,nan,nan,nan,nan
735,sheerness_p015_uk.csv,0.74306,51.442,./20cr/sheerness_p015_uk.7z,./era20c/sheerness_p015_uk.7z,./eraint/sheerness_p015_uk.7z,./merra/sheerness_p015_uk.7z,./erafive/sheerness_p015_uk.7z,0.24554174,0.23224784899999998,0.19350949399999998,0.19870062100000002,0.207638414,ERA-Interim,nan,nan,best,nan,nan
736,shijiusuo_642a_china.csv,119.55,35.383,./20cr/shijiusuo_642a_china.7z,./era20c/shijiusuo_642a_china.7z,./eraint/shijiusuo_642a_china.7z,./merra/shijiusuo_642a_china.7z,./erafive/shijiusuo_642a_china.7z,0.140969154,0.184687059,0.140005965,0.141967349,0.138752246,ERA-FIVE,nan,nan,nan,nan,best
737,shimizuminato_japan.csv,138.52,35.016999999999996,./20cr/shimizuminato_japan.7z,./era20c/shimizuminato_japan.7z,./eraint/shimizuminato_japan.7z,./merra/shimizuminato_japan.7z,./erafive/shimizuminato_japan.7z,0.091195144,0.08110311099999999,0.076272198,0.087433684,0.076633916,ERA-Interim,nan,nan,best,nan,nan
738,shimokita_japan.csv,141.23,41.367,./20cr/shimokita_japan.7z,./era20c/shimokita_japan.7z,./eraint/shimokita_japan.7z,./merra/shimokita_japan.7z,./erafive/shimokita_japan.7z,0.085447674,0.080655779,0.078204581,0.079489484,0.06974382900000001,ERA-FIVE,nan,nan,nan,nan,best
739,shimonoseki_japan.csv,130.93,33.933,./20cr/shimonoseki_japan.7z,./era20c/shimonoseki_japan.7z,./eraint/shimonoseki_japan.7z,./merra/shimonoseki_japan.7z,./erafive/shimonoseki_japan.7z,0.080827606,0.077774562,0.074301641,0.07759584900000001,0.075436361,ERA-Interim,nan,nan,best,nan,nan
740,shirahama_japan.csv,135.38,33.683,./20cr/shirahama_japan.7z,./era20c/shirahama_japan.7z,./eraint/shirahama_japan.7z,./merra/shirahama_japan.7z,./erafive/shirahama_japan.7z,0.088928986,0.095079101,0.080406506,0.082399601,0.08824474300000001,ERA-Interim,nan,nan,best,nan,nan
741,sibolga_b_122b_indonesia.csv,98.76700000000001,1.75,./20cr/sibolga_b_122b_indonesia.7z,./era20c/sibolga_b_122b_indonesia.7z,./eraint/sibolga_b_122b_indonesia.7z,./merra/sibolga_b_122b_indonesia.7z,./erafive/sibolga_b_122b_indonesia.7z,0.066765405,0.065083698,0.06489013,0.06379910400000001,0.064378395,MERRA,nan,nan,nan,best,nan
742,"siboney,cuba_001.csv",-82.47200000000002,23.092,"./20cr/siboney,cuba_001.7z","./era20c/siboney,cuba_001.7z","./eraint/siboney,cuba_001.7z","./merra/siboney,cuba_001.7z","./erafive/siboney,cuba_001.7z",0.103158313,0.103701826,0.10432562,0.10306629099999999,0.10146757,ERA-FIVE,nan,nan,nan,nan,best
