the_geom,cartodb_id,location_zipcode,precinct,neighborhood_services_district,city_council_district,fire_district,source,location_street_name,land_usage,ward,neighborhood,police_district,pwd_district,location,department,queue,type,reason,subject,case_title,closure_reason,case_status,closed_dt,open_dt,longitude,latitude,case_enquiry_id
0101000020E610000058E71890BDCA51C09D7FBBECD7214540,216,2132,2016,12,6,12,Constituent Call,1650 VFW Pkwy,C,Ward 20,West Roxbury,E5,06,1650 VFW Pkwy  West Roxbury  MA  02132,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,07/15/2013 11:34:50 AM,-71.16782,42.264402,101000879520
0101000020E6100000BAF2599E07C551C07AE40F069E2B4540,217,2118,404,6,7,4,Constituent Call,4 Concord Sq,CM,Ward 4,South End,D4,1C,4 Concord Sq  Roxbury  MA  02118,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,03/21/2014 10:36:17 AM,-71.07859,42.34076,101001051627
0101000020E61000005A2A6F4738C551C0BA313D61892B4540,218,2118,903,13,7,9,Constituent Call,455 Massachusetts Ave,CM,Ward 9,Roxbury,D4,10B,455 Massachusetts Ave  Roxbury  MA  02118,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,05/27/2014 10:52:52 AM,-71.08156,42.34013,101001097858
0101000020E6100000F5BD86E0B8C551C05791D10149244540,219,2126,1405,9,4,8,Constituent Call,761-765 Morton St,C,Ward 14,Greater Mattapan,B3,07,761-765 Morton St  Mattapan  MA  02126,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,07/08/2014 02:36:09 PM,-71.089409,42.283478,101001124062
0101000020E61000002638F581E4C351C00C198F52092D4540,220,2111,308,4,2,4,Constituent Call,7 Oxford Pl,R4,Ward 3,Downtown / Financial District,A1,1C,7 Oxford Pl  Boston  MA  02111,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,02/13/2014 01:05:12 PM,-71.060822,42.351847,101001025529
0101000020E6100000F33CB83B6BC951C0AC1C5A643B2B4540,221,2135,2114,15,9,11,Constituent Call,47 Strathmore Rd,R3,Ward 21,Allston / Brighton,D14,04,47 Strathmore Rd  Brighton  MA  02135,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,06/09/2014 02:35:07 PM,-71.14717,42.33775,101001105964
0101000020E6100000CB845FEAE7C351C047AF06280D2D4540,222,2111,308,4,2,4,Constituent Call,28 Harrison Ave,RC,Ward 3,Downtown / Financial District,A1,1C,28 Harrison Ave  Boston  MA  02111,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,02/12/2014 12:33:13 PM,-71.06103,42.351964,101001024857
0101000020E6100000F224E99AC9C351C0151DC9E53F284540,223,2125,1309,7,3,7,Constituent Call,27 Thornley St,R2,Ward 13,Dorchester,C11,03,27 Thornley St  Dorchester  MA  02125,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,09/06/2013 08:41:06 AM,-71.05918,42.31445,101000919994
0101000020E61000003D61890794C951C0F38E5374242B4540,224,2135,2114,15,9,11,Constituent Call,41 Orkney Rd,R3,Ward 21,Allston / Brighton,D14,04,41 Orkney Rd  Brighton  MA  02135,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,03/21/2014 02:32:53 PM,-71.14966,42.33705,101001051893
0101000020E61000006A87BF266BC451C02E56D4601A2E4540,225,2114,504,14,8,3,Constituent Call,66 Phillips St,R3,Ward 5,Beacon Hill,A1,1B,66 Phillips St  Boston  MA  02114,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,05/29/2014 11:06:02 AM,-71.06904,42.36018,101001099571
0101000020E6100000FA3C4679E6CA51C0C05FCC96AC2C4540,226,2135,2204,15,9,11,Constituent Call,79 Brayton Rd,R2,Ward 22,Allston / Brighton,D14,04,79 Brayton Rd  Brighton  MA  02135,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,10/23/2013 01:13:39 PM,-71.170317,42.349017,101000952618
0101000020E610000060E5D022DBC351C0C5FEB27BF22C4540,227,2111,308,4,2,4,Constituent Call,61 Beach St,RC,Ward 3,Downtown / Financial District,A1,1C,61 Beach St  Boston  MA  02111,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,07/08/2014 02:18:26 PM,-71.06025,42.35115,101001124034
0101000020E6100000C94FAA7D3AC651C08750A5660F284540,228,2130,1105,11,7,9,Constituent Call,26 School St,R4,Ward 11,Jamaica Plain,E13,02,26 School St  Jamaica Plain  MA  02130,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,06/10/2014 10:41:29 AM,-71.09732,42.31297,101001106442
0101000020E6100000793BC269C1C551C021938C9C85254540,229,2124,1409,9,4,8,Constituent Call,4 Lorne St,A,Ward 14,Greater Mattapan,B3,07,4 Lorne St  Dorchester  MA  02124,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,04/29/2014 09:00:25 AM,-71.08993,42.29314,101001077579
0101000020E610000027A5A0DB4BC051C07D5C1B2AC6314540,230,2128,113,1,1,1,Self Service,180 Leyden St,R2,Ward 1,East Boston,A7,09,180 Leyden St  East Boston  MA  02128,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,Case Closed NOVIO: No Violation Found/No Cause,Open,,09/06/2013 02:27:41 PM,-71.00463,42.38886,101000920447
0101000020E6100000BC5CC47762C851C0CD069964E4244540,231,2131,2004,10,5,9,Self Service,817 South St,R1,Ward 20,Roslindale,E5,06,817 South St  Roslindale  MA  02131,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,07/02/2014 08:23:03 AM,-71.13101,42.28822,101001120049
0101000020E610000083FA96395DC651C0A7E3310395294540,232,2130,1007,11,6,9,Constituent Call,24 Heath St,E,Ward 10,Jamaica Plain,E13,10A,24 Heath St  Jamaica Plain  MA  02130,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,06/27/2014 08:34:03 AM,-71.09944,42.32486,101001117132
0101000020E61000008FDFDBF467C351C02F815B77F3244540,233,2122,1609,7,3,8,Constituent Call,487-489 Ashmont St,R2,Ward 16,Dorchester,C11,07,487-489 Ashmont St  Dorchester  MA  02122,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,02/24/2014 07:24:21 AM,-71.05322,42.28868,101001034566
0101000020E6100000CE531D7233C251C08555BC9179304540,234,2128,109,1,1,1,Constituent Call,145 Lexington St,R4,Ward 1,East Boston,A7,09,145 Lexington St  East Boston  MA  02128,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,05/28/2014 02:21:18 PM,-71.03439,42.37871,101001099032
0101000020E61000009C50888043C851C0DA5548F9492D4540,235,2134,2104,15,9,11,Self Service,46 Gardner St,R3,Ward 21,Allston / Brighton,D14,04,46 Gardner St  Allston  MA  02134,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,05/30/2014 05:56:28 PM,-71.12912,42.35382,101001100677
0101000020E61000006C09F9A067C551C05778978BF8264540,236,2121,1403,13,4,7,Constituent Call,576-578 Blue Hill Ave,R4,Ward 14,Greater Mattapan,B2,03,576-578 Blue Hill Ave  Dorchester  MA  02121,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,06/26/2014 05:12:04 PM,-71.08445,42.30446,101001116968
0101000020E6100000F1BC546CCCC451C0A1478C9E5B264540,237,,604,5,2,6,Self Service,INTERSECTION E Fourth St & Pacific St,,Ward 6,South Boston / South Boston Waterfront,C6,05,INTERSECTION of E Fourth St & Pacific St  South Boston  MA,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,07/21/2014 09:42:17 PM,-71.074977,42.299671,101001134043
0101000020E61000009626A5A0DBC351C00CB08F4E5D294540,238,2125,709,5,2,6,Constituent Call,192 Boston St,R3,Ward 7,Dorchester,C6,03,192 Boston St  Dorchester  MA  02125,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,07/21/2014 10:10:35 AM,-71.06028,42.32316,101001133350
0101000020E6100000533F6F2A52C551C054008C67D02C4540,239,2116,508,14,8,4,Constituent Call,256 Commonwealth Ave,CM,Ward 5,Back Bay,D4,1C,256 Commonwealth Ave  Boston  MA  02116,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,07/09/2013 09:36:28 AM,-71.08314,42.35011,101000875524
0101000020E61000003C4ED1915CC451C039622D3E052C4540,240,2118,307,4,2,4,Constituent Call,6 Dwight St,R4,Ward 3,South End,D4,1C,6 Dwight St  Roxbury  MA  02118,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,07/02/2014 08:34:23 AM,-71.06815,42.34391,101001120062
0101000020E61000004A24D1CB28CA51C0BA4E232D952B4540,241,2135,2209,15,9,11,Constituent Call,9 Radnor Rd,R2,Ward 22,Allston / Brighton,D14,04,9 Radnor Rd  Brighton  MA  02135,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,05/01/2014 07:33:43 AM,-71.15874,42.34049,101001079085
0101000020E61000008143A852B3C951C0DBA7E33103254540,242,2132,2018,12,6,12,Constituent Call,60 Manthorne Rd,R1,Ward 20,West Roxbury,E5,06,60 Manthorne Rd  West Roxbury  MA  02132,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,06/22/2013 11:59:23 AM,-71.15157,42.28916,101000865233
0101000020E6100000AED3484BE5C351C0704221020E2D4540,243,2111,308,4,2,4,Constituent Call,4 Oxford Pl,R4,Ward 3,Downtown / Financial District,A1,1C,4 Oxford Pl  Boston  MA  02111,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,02/12/2014 12:43:12 PM,-71.06087,42.35199,101001024873
0101000020E610000004FF5BC98EC351C0E010AAD4EC294540,244,2127,707,5,2,6,Constituent Call,234 Monsignor Dennis F O'Callaghan Way,E,07,South Boston / South Boston Waterfront,C6,05,234 Monsignor Dennis F O'Callaghan Way  South Boston  MA  02127,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,07/07/2014 10:34:00 AM,-71.05559,42.32754,101001122589
0101000020E6100000795DBF6037C651C054F65D11FC274540,245,2130,1105,11,7,9,Constituent Call,435 Walnut Ave,A,Ward 11,Jamaica Plain,E13,02,435 Walnut Ave  Jamaica Plain  MA  02130,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,04/25/2014 01:22:17 PM,-71.09713,42.31238,101001075590
0101000020E6100000DE8E705AF0C651C05A2A6F4738294540,246,2130,1901,11,6,9,Self Service,3 Forbes St,R4,Ward 19,Jamaica Plain,E13,02,3 Forbes St  Jamaica Plain  MA  02130,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,05/23/2014 08:11:31 AM,-71.10842,42.32203,101001096022
0101000020E610000098512CB7B4C051C09ACE4E0647314540,247,2128,112,1,1,1,Constituent Call,755 Bennington St,R2,Ward 1,East Boston,A7,09,755 Bennington St  East Boston  MA  02128,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,05/22/2014 01:56:50 PM,-71.01103,42.38498,101001095641
0101000020E61000007808E3A771C451C0FA4674CFBA224540,248,,113,1,1,1,Self Service,INTERSECTION Antrim St & Ashley St,,Ward 1,East Boston,A7,09,INTERSECTION of Antrim St & Ashley St  East Boston  MA,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,05/07/2014 08:03:52 AM,-71.069437,42.271326,101001083455
0101000020E6100000A226FA7C94C451C08DD5E6FF552B4540,249,2118,802,6,2,4,Constituent Call,1-4 Saint George St,,08,South End,D4,1C,1-4 Saint George St  Roxbury  MA  02118,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,07/10/2014 12:27:58 PM,-71.071563,42.338562,101001125864
0101000020E6100000B6A1629CBFC351C0309E4143FF2C4540,250,2111,308,4,2,4,Constituent Call,109-153 Lincoln St,C,Ward 3,Downtown / Financial District,A1,1C,109-153 Lincoln St  Boston  MA  02111,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,07/07/2014 08:30:09 AM,-71.05857,42.35154,101001122391
0101000020E6100000ED815660C8C851C0FDBCA94885254540,251,2131,2001,10,5,9,Constituent Call,120 Ardale St,R1,Ward 20,Roslindale,E5,06,120 Ardale St  Roslindale  MA  02131,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,04/11/2014 07:05:11 AM,-71.13723,42.29313,101001065774
0101000020E61000009D11A5BDC1C351C05917B7D1002E4540,252,,,,,,Constituent Call,,,,,,,,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,07/08/2014 02:22:22 PM,-71.0587,42.3594,101001124042
0101000020E6100000FA6184F068C951C09EEFA7C64B2B4540,253,2135,2114,15,9,11,Constituent Call,45 Englewood Ave,R4,Ward 21,Allston / Brighton,D14,04,45 Englewood Ave  Brighton  MA  02135,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,06/09/2014 02:22:05 PM,-71.14703,42.33825,101001105946
0101000020E610000016A4198BA6C951C01D8F19A88C234540,254,2132,2014,12,6,12,Self Service,20 Rustic Rd,R1,Ward 20,West Roxbury,E5,06,20 Rustic Rd  West Roxbury  MA  02132,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/13/2013 10:38:11 AM,-71.15079,42.27773,101000900410
0101000020E6100000EA95B20C71C451C0349886E1232E4540,255,2114,504,14,8,3,Constituent Call,15 Lindall Pl,R1,Ward 5,Beacon Hill,A1,1B,15 Lindall Pl  Boston  MA  02114,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,06/02/2014 01:24:29 PM,-71.0694,42.36047,101001101768
0101000020E61000000E10CCD1E3C351C08CD651D5042D4540,256,2111,308,4,2,4,Constituent Call,10 Oxford Pl,R4,Ward 3,Downtown / Financial District,A1,1C,10 Oxford Pl  Boston  MA  02111,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,02/13/2014 01:09:22 PM,-71.06078,42.35171,101001025532
0101000020E6100000541D7233DCC451C096ECD808C42B4540,257,2118,403,6,2,4,Constituent Call,667 Tremont St,RC,Ward 4,South End,D4,1C,667 Tremont St  Roxbury  MA  02118,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,01/24/2014 07:11:29 AM,-71.07594,42.34192,101001011357
0101000020E610000011E4A08499C451C083A3E4D539264540,258,2124,1701,9,4,7,Constituent Call,19 Dakota St,R3,Ward 17,Dorchester,C11,03,19 Dakota St  Dorchester  MA  02124,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,10/11/2013 09:43:14 AM,-71.07187,42.29864,101000945074
0101000020E61000009D11A5BDC1C351C05917B7D1002E4540,259,2108,503,14,8,3,Constituent Call,4 Charles St,,5,Boston,A1,1C,4 Charles St  Boston  MA  02108,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,05/28/2014 03:27:12 PM,-71.0587,42.3594,101001099132
0101000020E6100000C0EC9E3C2CC451C0C073EFE192274540,260,2125,1504,8,3,7,Constituent Call,5 Coleman St,R3,Ward 15,Dorchester,C11,03,5 Coleman St  Dorchester  MA  02125,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,05/15/2014 12:43:36 PM,-71.0652,42.30917,101001090248
0101000020E61000003AE97DE36BC551C0C8B1F50CE1264540,261,2121,1403,13,4,7,Constituent Call,6 Columbia Rd,RC,Ward 14,Greater Mattapan,B2,03,6 Columbia Rd  Dorchester  MA  02121,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,06/18/2014 08:32:44 AM,-71.08471,42.303743,101001110749
0101000020E610000085B1852007C151C04B4F58E201314540,262,2128,111,1,1,1,Constituent Call,94 Horace St,E,Ward 1,East Boston,A7,09,94 Horace St  East Boston  MA  02128,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,07/15/2014 05:27:50 PM,-71.01606,42.38287,101001129600
0101000020E6100000D2C8E7154FCA51C04791B58652234540,263,2132,2005,12,6,12,Constituent Call,8 Autumn St,R1,Ward 20,West Roxbury,E5,06,8 Autumn St  West Roxbury  MA  02132,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/15/2013 09:11:46 AM,-71.161077,42.275956,101000902154
0101000020E6100000CC457C2766C551C05EBA490C02274540,264,2121,1403,13,4,7,Constituent Call,568-570 Blue Hill Ave,A,Ward 14,Greater Mattapan,B2,03,568-570 Blue Hill Ave  Dorchester  MA  02121,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,07/21/2014 09:01:05 AM,-71.08436,42.30475,101001133226
0101000020E610000027A089B0E1C351C0E9F17B9BFE2C4540,265,2111,308,4,2,4,Constituent Call,52 Beach St,RC,Ward 3,Downtown / Financial District,A1,1C,52 Beach St  Boston  MA  02111,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,02/12/2014 12:47:59 PM,-71.06065,42.35152,101001024879
0101000020E61000002CB6494563C351C0B760A92EE0254540,266,2122,1605,7,3,8,Constituent Call,4 Houghton St,CM,Ward 16,Dorchester,C11,07,4 Houghton St  Dorchester  MA  02122,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,06/03/2014 08:19:06 AM,-71.052934,42.295904,101001102181
0101000020E61000003A7AFCDEA6C551C0A4E4D539062C4540,267,2115,407,14,8,4,Constituent Call,59 Westland Ave,RC,Ward 4,Fenway / Kenmore / Audubon Circle / Longwood,D4,10A,59 Westland Ave  Boston  MA  02115,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,06/02/2014 11:56:26 AM,-71.08831,42.34394,101001101664
0101000020E6100000842A357BA0C351C0849ECDAACF294540,268,2127,707,5,2,6,Constituent Call,690 Dorchester Ave,CM,Ward 7,South Boston / South Boston Waterfront,C6,05,690 Dorchester Ave  South Boston  MA  02127,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,04/13/2014 06:08:13 PM,-71.05667,42.32665,101001066864
0101000020E6100000D72FD80DDBC451C0006F8104C52B4540,269,2118,403,6,2,4,Constituent Call,665-665A Tremont St,RC,Ward 4,South End,D4,1C,665-665A Tremont St  Roxbury  MA  02118,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,12/26/2013 08:35:56 AM,-71.07587,42.34195,101000991212
0101000020E6100000300DC347C4C851C04512BD8C62254540,270,2131,2001,10,5,9,Constituent Call,44 Zeller St,R1,Ward 20,Roslindale,E5,06,44 Zeller St  Roslindale  MA  02131,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,10/17/2013 10:02:58 AM,-71.13698,42.29207,101000948061
0101000020E6100000D6C56D3480C551C0601F9DBAF2254540,271,2124,1409,9,4,7,Constituent Call,25 Abbot St,R2,Ward 14,Greater Mattapan,B3,03,25 Abbot St  Dorchester  MA  02124,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,06/26/2014 11:35:00 AM,-71.08595,42.29647,101001116677
0101000020E6100000CFA0A17F82C351C038328FFCC1244540,272,,1608,7,3,8,Constituent Call,INTERSECTION Bailey St & Dorchester Ave,,Ward 16,Dorchester,C11,07,INTERSECTION of Bailey St & Dorchester Ave  Dorchester  MA,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,05/28/2014 03:28:07 PM,-71.05484,42.28717,101001099134
0101000020E610000063B48EAA26C451C0FAB836548C274540,273,2125,1504,8,3,7,Constituent Call,10 Hendry St,R3,Ward 15,Dorchester,C11,03,10 Hendry St  Dorchester  MA  02125,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,10/29/2013 10:13:09 AM,-71.06486,42.30897,101000956076
0101000020E610000043FF04172BC451C0955B5A0D89274540,274,2125,1504,8,3,7,Constituent Call,8 Coleman St,R3,Ward 15,Dorchester,C11,03,8 Coleman St  Dorchester  MA  02125,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,06/27/2014 07:16:34 AM,-71.06513,42.30887,101001117085
0101000020E610000077D66EBBD0C451C0C190D5AD9E274540,275,2121,1401,13,4,7,Constituent Call,143 Intervale St,R3,Ward 14,Roxbury,B2,03,143 Intervale St  Dorchester  MA  02121,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,07/01/2014 12:23:37 PM,-71.07524,42.30953,101001119484
0101000020E6100000BF823463D1C451C04BAB21718F254540,276,2124,1703,9,4,8,Constituent Call,116-118 Whitfield St,A,Ward 17,Dorchester,B3,07,116-118 Whitfield St  Dorchester  MA  02124,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,12/18/2013 08:51:33 AM,-71.07528,42.29344,101000986568
0101000020E61000000DAB7823F3C651C04BE0D6DD3C294540,277,2130,1901,11,6,9,Constituent Call,366 Centre St,RC,Ward 19,Jamaica Plain,E13,02,366 Centre St  Jamaica Plain  MA  02130,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,06/16/2014 11:03:03 AM,-71.10859,42.32217,101001109412
0101000020E6100000658D7A8846C351C074D2FBC6D72A4540,278,2127,603,5,2,6,Constituent Call,178 W Seventh St,R3,Ward 6,South Boston / South Boston Waterfront,C6,05,178 W Seventh St  South Boston  MA  02127,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,07/17/2014 10:28:02 AM,-71.05118,42.33471,101001130991
0101000020E610000094A46B26DFC851C0E9482EFF212D4540,279,2134,2106,15,9,11,Self Service,1-3 Imrie Rd,R3,Ward 21,Allston / Brighton,D14,04,1-3 Imrie Rd  Allston  MA  02134,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,07/21/2014 07:04:41 PM,-71.13862,42.3526,101001133992
0101000020E6100000B62DCA6C90C551C0EA39E97DE32B4540,280,2115,407,14,8,4,Constituent Call,5 Symphony Rd,R4,Ward 4,Fenway / Kenmore / Audubon Circle / Longwood,D4,10A,5 Symphony Rd  Boston  MA  02115,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,07/03/2013 09:03:16 AM,-71.08694,42.34288,101000872356
0101000020E6100000008C67D0D0C151C086E63A8DB4304540,281,2128,109,1,1,1,Constituent Call,318 Princeton St,R3,Ward 1,East Boston,A7,09,318 Princeton St  East Boston  MA  02128,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,05/28/2014 03:56:07 PM,-71.02837,42.38051,101001099172
0101000020E6100000A3586E6935C851C0FB8C0B07421E4540,282,2136,1820,10,5,12,Constituent Call,248 Neponset Valley Pkwy,R1,Ward 18,Hyde Park,E18,08,248 Neponset Valley Pkwy  Hyde Park  MA  02136,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,05/12/2014 12:08:09 PM,-71.12826,42.23639,101001087173
0101000020E6100000F5D1A92B9FC351C037548CF337294540,283,2125,708,5,2,6,Constituent Call,844 Dorchester Ave,R3,Ward 7,Dorchester,C6,03,844 Dorchester Ave  Dorchester  MA  02125,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,04/25/2014 10:40:37 AM,-71.05659,42.32202,101001075397
0101000020E6100000367689EAADC351C03411363CBD264540,284,2122,1506,8,3,7,Constituent Call,54 Granger St,R3,Ward 15,Dorchester,C11,03,54 Granger St  Dorchester  MA  02122,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,07/18/2014 07:34:12 AM,-71.05749,42.30265,101001131647
0101000020E6100000C498F4F752C551C0C498F4F752284540,285,2121,1206,13,7,9,Constituent Call,470-472 Warren St,R3,Ward 12,Roxbury,B2,10B,470-472 Warren St  Dorchester  MA  02121,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,07/15/2014 01:19:44 PM,-71.083189,42.315032,101001129354
0101000020E6100000EB39E97DE3C351C0DBA7E331032D4540,286,2111,308,4,2,4,Constituent Call,11 Oxford Pl,R3,Ward 3,Downtown / Financial District,A1,1C,11 Oxford Pl  Boston  MA  02111,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,02/13/2014 01:10:33 PM,-71.06076,42.35166,101001025533
0101000020E61000009D11A5BDC1C351C05917B7D1002E4540,287,2116,402,6,2,4,Self Service,120 Huntington Ave,,04,Back Bay,D4,1C,120 Huntington Ave  Boston  MA  02116,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,06/20/2014 12:47:57 PM,-71.0587,42.3594,101001112608
